,ID,text,labels
818,1400684784662110210t," sputnik v also create blood clots issue , , its adenovirus vector based vaccine",side-effect
4317,1319641269119889411t,    No I ’ m stating what you see them as just because people don ’ t take the vaccine doesn ’ t make them an anti Vaxer,none
7105,1403462305602486278t,"  I ‘ ll confirm I know someone who had the most dark , twisted and terrifying dreams while trying to fight off vaccine physical effects . I don ’ t know if I am describing this with appropriate intensity , but , he said the dreams alone were enough to keep him from getting the vax again .",side-effect
2923,1366516854118825984t,"#RealNews #truth #Gaia March 1 , 2021 The Pentagon says almost 75 % of troops are turning down the Wuhan coronavirus vaccine . A 28 - year old Ph . D . physical therapist died just two days after being injected with the COVID Experimental m - RNA Vaccine .",side-effect
1593,1376145213333377031t,Taking the #vaccine means giving your seal of approval to all this shit that has been going on since February 2020,conspiracy unnecessary
7370,1268080775704055808t,That first round of covid - 19 vaccine gone wipe half the population out lmao,conspiracy
8951,1422953146523947010t,This will not end well . Despite Deadly Results the FDA will Fast Track Pfizer COVID Vaccine Approval by Early Sept . - - Will Allow States and Businesses to Begin their Forced Vaccinations  via ,mandatory
2149,1277740990833594369t, help us fight this . We don ’ t want to be forced to take a vaccine that we know will make us sick ... NO NO NO VACCINE . Not mandatory,mandatory
2001,1377277282608369669t," funny that Sunny blocked me 🤣 . She is a hate spreader , liar , coward . Uses platform but cannot allow others to comment . Stop calling we who don ’ t want vaccine Trumpers . YOU r the reason for discord amongst us .",none
3601,1326680373275860992t,"Can we have  as Prime Minister instead of that Globalist traitor  ? Boris , you can stick your population killing vaccine where the sun never shines . You must think we are all thick .",conspiracy
3715,1334936052079980551t,"  If Covid 19 vaccine is safe so why manufacturing companies are asking for legal protection from Governments against legal problems that may happen due to vaccine complication as what happened in U . K . , whose Government gave Pfizer legal protection before vaccinating people in U . K . 🤔 ",pharma side-effect
6404,1320411992440643584t, I don ’ t care WHO rolls it out ! I will not be taking a vaccine they put out ! ! #takemetotheguillotine,none
5895,1354561874780696598t,  The Russian vaccine hasn ’ t completed phase 3 trials . They started ‘ mass vaccination ’ to be first in the world and then barely gave it anyone . China is its own thing . I think Brazil was looking at that one,rushed
4291,1313157989126283267t,What the AF ? I see the Sunlit Uplands now come with no safety testing . Can anybody say Zombie Apocalypse ? “ 10 Quid says the dodgy Russian Chernobyl incubated Covid Vaccine will soon be on the NHS procurement menu . ”,country rushed
9788,1339808025482280963t,"Wesley Muhammad • December 16 , 2020 Black people have every reason to be profoundly suspicious of Pfizer as Pfizer has a history of doing horrendous medical experiments on Black people for profit .  USA DNC GOP",conspiracy pharma
5998,1374144506094845952t,"     Good luck with your vaccine 💉 ! I think I ’ ll trust my healthy immune system , but you ’ re welcome to take your chances with an experimental vaccine 💉 I will never wish anyone death ☠ ️",rushed unnecessary
1754,1326067289746190336t, Does it make it safe when some of the trialees developed Covid 19 when they were free of the virus . It does all appear to be very rushed - still Pfizer's share price rose dramatically on the release of the news & that's all that matters to Big Pharma PROFITS .,pharma
3746,1255557860026511360t,"EP . 8 SNEAK PEEK : No Vaccine Safety Studies , 1986 Vaccine Act , Vaccine Manufacturers Legal Immunity - YouTube ",pharma rushed
4627,1354637945966268418t,"#VAERS 913733 #Covidvaccine #modernavaccine "" My grandmother died a few hours after receiving the moderna covid vaccine booster 1 . While I don ? t expect that the events are related , the treating hospital did not acknowledge this and I wanted to be sure a report was made . """,side-effect
9615,1333551544294277122t,I can ’ t wait to start boycotting places that demand vaccine records ... #ticketmasterfirst,mandatory
1638,1373065410283724802t, You are one sick puppy pushing a vaccine on an elderly person that has already seen off the flu ( I mean the covid ) ...,mandatory
8828,1382338199901466632t,Denmark on Wednesday will become the first country to entirely cease administering AstraZeneca ’ s COVID - 19 vaccine following its possible link to very rare cases of blood clots ,side-effect
5046,1377166322325319687t,"Germany to restrict AstraZeneca Covid - 19 vaccines to over - 60s . But if there are legitimate concerns over its safety , why release it to anyone ?  via ",side-effect
107,1365986368787255296t,      Not sure if you are on Facebook but if so join “ Old man in a chair ” he is a doctor that has been looking in to the vaccines for months he has a full list of all cases of adverse effects of the vaccine to date also lots of other information a complete eye opener,side-effect
8471,1414647737577086979t,Breaking News : The FDA is planning to warn that the Johnson & Johnson coronavirus vaccine can increase the risk of a rare nerve condition known as Guillain - Barré syndrome . ,side-effect
9684,1355404288005001219t,"#VAERS #PfizerVaccine #Cardiacarrest #Cardiology "" died the day after receiving the first injection of vaccine against Covid - 19 in suspected cardiac arrest ; "" ",side-effect
6222,1333491511246327810t,Kiss off MODERNA ... NO BILL GATES ... May want a tracking chip inserted in your brain 👎 🤮 👎 🤮 👎 🤮 👎 🤮,conspiracy ingredients
7264,1340047945551515657t,  There will be more than just Pfizer manufacturing and distributing vaccines soon . Plus its very clear there are many people who do not want the vaccine .,none
462,1262477299888381952t,"  We all want a vaccine . News should be in the market that in a year or two , we should be past this . But apparently not . And the Moderna vaccine at best starts to get distributed in early 2021 . Damage will already be done .",side-effect
3274,1374159616351862788t,This concoction is not a vaccine . It's a rushed experimental gene modification therapy . Watch and make your decision on whether to take it or not . ⬇ ️  #Tucker,rushed
3399,1322592738039205890t, honestly it dont prevent u from getting it if u do get the flu shot y still get the flu but they claim once u get sick the antibodies from the vaccine is working,ineffective
9068,1352765517547892743t," Not taking the experimental vaccine . Why has Dr . Simone Gold been jailed ( telling the truth ? ) . Why would I take a vaccine for a virus with 99.9 % recovery rate . Face diapers are a joke . You , the sheeple . Wake up !",rushed unnecessary
6125,1337016325626060801t,"    What you are asking for is called a live risk environment , which means people have to die for the data ; thankfully people have a choice and not take it",side-effect
6201,1406503835183587330t,  Delivery drivers aren't wearing masks anymore . Unless a mask is N95 then it's ineffective against the #DeltaVariant . This virus is going to soar . ? Is what % of fully vaccinated people will catch it . We know from this weeks hospitalizations 10 % will be admitted .,ineffective
4729,1119656764763455489t,Doctors be wanting little babies to get vaccinated as soon as they come out the womb . So they ’ re body gets use to fighting the infection . Though babies don ’ t have an immune system to begin with till like 2 years old . You tell doctors that and they just are at you with a blank 😶,none
3924,1268246458114936833t,"  It takes tens of years to develop a safe vaccine . During 20 years no vaccine against Corona has been successful . TRUSTING BILL GATES , FAUCY , CDC and MSM may turn out being deadly ! ",ineffective pharma rushed
7575,1433409620446490628t," Bonjour , you can read it here : Moderna says tainted COVID vaccines sent to Japan contained steel * * …  Enjoy : ) 🤖",ingredients
8576,1404912953330081795t,"     So , really , the Pfizer vaccine is being "" pulled back "" for further study in the U . S . , as more myocardial events are being reported ? Just get out of here .",side-effect
4991,1376575089467068416t,"Remember , NONE of these vaccines are FDA approved . There is a HUGE difference between "" Emergency Use Authorization "" and "" FDA Approved "" . In instances like the one above , they are forcing you to take an experimental vaccine to "" live freely "" . I will * never * take this vaccine .",mandatory rushed
893,1354512912564547585t," Please get this vaccine straightened out , selfish I know but my wife is on her second battle of cancer in NJ and we are not going to try to 1st shot knowing we can't b guaranteed a 2nd shot . Also , the pic looks like a Beatles Album cover ... where's Paul ? Lol",none
3108,1370418161330307077t, Considering our country has been behind almost every nation from the start on this covid response why not keep using a vaccine that other countries find dangerous ! ! ! #terribleleadership #TrudeauWorstPMEver,country
4680,1365624226758221828t,"  Not everyone will react the same . Not everyone reacts the same to the disease . What is a mild disease in some is deadly in others . What is a mild reaction to the vaccine in some , maybe a far stronger reaction in others .",side-effect
6937,1409325967055671297t,This company #johnson & johnson Also produce #covid19 #Vaccines ! Do you Trust them ? ? ?,pharma
1199,1326727867086954496t,"#VaccineGate Well , currently , another dems  GUARANTEED UK n Germany that they would GET the vaccine FIRST before it's AVAILABLE for American people . Note : the dems has SOLD America in UNAPOLOGETICAL manner . #VaccinePolitics ",political
9338,1389814536669122560t, Several ? ? ? Stop lying . Only Astrazeneca made that promise with the Dogshit they got from Oxford . You get what you pay for . It's the worst vaccine !,ineffective
3100,1051869354088951808t,"  If you got it anyway having been vaccinated , maybe the person who gave it to you was also vaccinated and got it anyway . Not a good story to support vaccines , imo .",ineffective
5650,1375526702022033408t,  Agreed . There is no way I'd send my kids to a college that forces vaccination . It's ludicrous !,mandatory
544,1403600103038865409t," AstraZeneca is very dangerous plz move to mrna vaccine , , Italy teenager died after az shot , , its worse than jj tbh",side-effect
3283,1376305768916484102t,FYI ... there are plenty of people walking around without vaccines for all sorts of contagious diseases / viruses . Why is Covid so different ? We must ask why a mandatory vaccine card is even a consideration if the ones who are vaccinated feel that it protects them .,mandatory unnecessary
879,1336706708337410048t,Maybe we should start calling it “ The Jim Jones Vaccine ” ? Four Volunteers Who Took Pfizer ’ s COVID - 19 Vaccine Developed Bell ’ s Palsy – FDA Denies the Temporary Facial Paralysis Caused by the Shot . ,side-effect
9855,1416896979817353218t,VAERS report 1433032 is a physician - submitted report of a 2 month old who had an anaphylactic rxn after Moderna vax ( location : foreign ) . Why is a 2 month old getting COVID vax when clinical trials are only for 6mo + ?,rushed side-effect
1392,1339939956094070786t," If the CEO of Pfizer refuses to take his own vaccine , then there's an issue . As for my faith , I refuse to take anything that has "" Luciferace "" in it , along with the patent # 060606 . Nope . ",pharma
8761,1337515921850642435t,#covid vaccine rushed to general public AROUND the world ... lining the pocket ( s ) of a select few ... Yet : ( nature ALWAYS finds a way ) ,rushed
7829,1321481082693406730t,Soo ... the government has agreed to buy another vaccine that doesn't do shit . I expect the veterans administration will make another emergency purchase of a another bullshit medication that has no effectiveness . #COVIDIOTS ,ineffective
9639,1325852892671193091t,  The problem is ... and I am NOT an anti vaxxer ... many people like me won ’ t trust it because of its association with this administration . Pfizer needs to up its game if they want us to trust them and their vaccine .,pharma political
3473,1378102331082993664t,"If you got the covid vaccine and are currently saying that you feel free and protected , ask yourself why you ’ re still required to wear a mask and social distance ? ! I ’ ll wait here for your answer .",ineffective
2100,1408024769686126592t,""" The Pfizer coronavirus vaccine has been linked to an increased chance of developing thrombotic thrombocytopenic purpura ( TTP ) , a rare blood disorder , Israeli researchers said Monday . ""  ",side-effect
1733,1263684991050936321t, A pity that the much touted Moderna candidate uses a technology that hasn't delivered a successful vaccine yet ... Yet being the operative word .,rushed
5867,1334916452147625984t,"  “ could lead to infertility in women of an unspecified duration . ” Let ’ s see , wonder if , after old ppl , they will use it on poor ppl .",side-effect
6479,1328349768368709632t,Ivanka Tяump is pushing Moderna vaccine as the one Tяump partnered with - several times - as the one to take - so you just know the Tяump family & their cronies have massive stock in Moderna - NOT TAKING ANYTHING ASSOCIATED WITH A Tяump . She also said Tяump did this in Jan . He knew !,political
9535,1375086637663744006t,    Never had an rna vaccine as they are new . Also never had a vaccine made within a year . Last time I got a shot was about 15 years ago . No I didn't study vaccines when I was a little kid .,rushed
2315,1288237995762618368t," Over my cold dead corpse will I ever take a COVID vaccine . You hear that politicians ? China sets a virus in motion and politicians want to hint at a mandatory vax . Nah ... that 22G needle will be in your eye , before it ever punctures my skin . Guaranteed . 🖕 🏻",mandatory political unnecessary
6767,1317189030723743745t, Still there's no way I'm gonna get that vaccine when 1 ) it could not possibly have been well tested with who knows what side effects 2 ) the virus itself has less lethality than even the flu for people under 60yrs and 3 ) I've already had Covid and so has the rest of my family,side-effect
1807,1300292349331943425t,  Let ’ s wear masks and shut down the economy until all obese people are fit and thin or until they can get their asses jabbed with the Gates / Fauci Chinese Virus Vaccine ! Is that what we should do ?,country
308,1311418859321204738t,     I dont mind that part of it i have nothing to hide they have been watching for years.just dont want an untested vaccine tested on me or be an outcast if I dont,rushed
8349,1361468664831086593t," He'll get a pretend injection , this so called vaccine is not a vaccine , it fails to meet the criteria , to get injected with this experiMENTAL "" vaccine "" , it causes your cells to produce the corona protein for your entire life so your immune system attacks your cells .",rushed side-effect
963,1350871969076555777t," The govs own literature thy give away with the vaccine , states that the vaccine is useless unless thr 2nd dose us given  = #thickmoron",ineffective
3099,1331053047171133441t,"Now they know we NOT about to accept this COVID vaccine . As for the me and mine , we wearing masks and keeping to ourselves . Y ’ all can have that ...",none
1229,1298655389140090880t,"This is scary ! Moderna , pharma company that is “ creating ” the vaccine for CV ... look who is involved : Anthony fauci , Bill Gates , George Soros , and Jeffrey Epstein ( when he didn ’ t kill himself ) 4 minutes . RT ",pharma
4311,1326300917008900096t,Isn ’ t it funny that Pfizer announced their vaccine a few days AFTER the election ? I guess they didn ’ t want to give President Trump an advantage in winning the election . Trump always fought Big Pharma ’ s outrageous drug prices !,pharma political
349,1365665767346237440t, Why vaccine manufacturers have zero liability if their vaccines are safe ?,pharma
6095,1377818343420260353t,Immune response may be linked to AstraZeneca vaccine clot issue #CovidVaccine #OxfordVaccine #oxfordastrazeneca #Thrombocytopenia #BloodDisorders #hematology #vaccineSideEffects ,side-effect
7869,1328319620881788931t,"  Any vaccine that hits , Dr Gates sees $ $ $ ! $ $ $ ! $ $ $ , he's funded almost every Big Pharma in the Universe , if I didn't know better , one might think he almost knew something big was in the works before the Covid 19 came around ! ! !",pharma
9539,1341080642684116994t," Since we don ’ t know any side - effects from about 8 months in , the vaccine could just as easily be yet a big problem . Time only will tell . Animals injected with mRNA have had violent reactions to an actual virus in the wild . For this one , Pfizer were allowed to skip animal trials",rushed side-effect
882,1341292573382635520t,“ polyethylene glycol ( PEG ) ” or not people are allergic ( don ’ t give it to kids ) - Suspicions grow that nanoparticles in Pfizer ’ s COVID - 19 vaccine trigger rare allergic reactions | Science | AAAS ,ingredients side-effect
6848,1334137726329876480t,"    Did you know the UK government will pay you £ 120000 to keep your mouth shut if you are "" severely disabled as a result of a vaccination against certain diseases "" ",side-effect
9288,1341667428556783622t,"   UK still under EU rules and regulations authorised the use of non - approved vaccine . Any other EU country could have done the same , just not that stupid . It also means the UK taxpayer is liable for whatever problems rise in the future , not Pfizer .",side-effect
8601,1326306780423487489t,i dont want the pfizer vaccine i want the communist one,none
7131,1263867946754994176t,"     After experiencing the very real side - effects of vaccines in my children , I'll skip vaccinating my grandchildren so you can feel safe . Behind every "" anti - vaxxer "" is someone who once vaccine . #LearnTheRisk",side-effect
1255,1221472881043038208t," Most vaccines essentially expose your immune system to a piece of a virus . It teaches the body to attack that piece . It doesn't stop the virus from entering your body . So , the effectiveness of the vaccine depends on your immune system's response . Some are better than others .",ineffective
4880,1247510444312494080t,   Why is he being allowed to monopolize the covid vaccine landscape ? You can't tell me he is the only one interested . And why is he so freaking interested ?,pharma
7639,1313139212607250433t," Boris , PLEASE answer us all this , if previous covid measures ie , masks , social distancing , lockdowns etc could not prevent a "" second wave "" , then why repeat them ? & why should we trust a "" vaccine "" will work when govs previous measures have not & the flu "" vaccine "" has'nt either ?",ineffective
1567,1352522363712098304t," 2nd year med student with a sincere question - if the vaccines don ’ t prevent infectivity and ability to carry / transmit Covid , why should people who aren ’ t high risk be getting vaccinated right now ? I don ’ t understand why my classmates are lining up for the vaccine .",ineffective
7469,1330905680870592512t," Do you know why ? Because when the so called vaccine turn out to be ineffective , fails much anticipated expectations or cause harm through side effects ; the firm ’ s stocks will collapse ! Plus , they are all doing it ( check Pfizer insiders ) ...",ineffective pharma side-effect
164,1336967296078778369t,"Coronavirus vaccine created by  causes allergic reaction during UK wide trial stages . This is just 1 of a number of short term effects it can have , wait until the long term effects start to raise there head . It's evidently not ready to be rolled out . #BiggestConEver",side-effect
1214,1265239656406421504t,"This is not good news for Moderna at all . There ’ s no way this vaccine is going to wisely administered if it isn ’ t safe , and that ’ s a concerning safety signal . $ MRNA",rushed
4525,1353752504941481984t," From Inbox : Brant Griner - - "" This is what the Pfizer covid 19 vaccine has done to my Mom . ",side-effect
8555,1368551284647718912t,Then there's 20 million or whatever people who already had Covid and have no need for the vaccine . Also people who literally can't have any vaccines because of health issues . Need to make sure they're not excluded .,unnecessary
6244,1254405418505375744t,"  I'll say it again – there is NO cure , NO treatment and NO vaccine and it may be that none of these are EVER available ( there is no vaccine for example for any of the other COVID variants ) so the lockdown would have to be PERMANENT for this strategy to work – more people WILL die",ineffective
9596,1297846935617859584t,  Pretty sure the spanish fly didn ’ t have a vaccine ... just saying,none
1449,1373318546881646595t,  That ’ s not what Fauci is saying . He ’ s saying masks should continue to be worn bc having the vaccine doesn ’ t mean you can ’ t still contract covid . So what good are these vaccines ?,ineffective
4545,1364025434304749570t," so I believe him , because I had sun poison before . 👌 I read the newspapers in Rio De Janeiro . Not everybody in Brazil is black , there are plenty of white and brown people there . They get the vaccine sinovac ans they are dying .",side-effect
5849,1432580227176091651t,"Blood lots from both the AstraZeneca vaccine and from catching COVID can have dire consequences , with the risk being near to 200 times higher for the infection . Blood clot risk much higher from COVID - 19 than vaccines ",side-effect
6275,1251522912756137984t,"   IF we develop a vaccine . We haven ’ t managed one for any other version of a Corona virus yet , attempts at SARS vaccines were all failures . We don ’ t even have one for the common cold !",ineffective
2770,1352940567118843907t,  He was just vaccinated by the new covid 19 vaccine a few days ago . 30 seniors have died days after the vaccine in Norway . I hope that vaccine's side effects didn't kill the poor guy .,side-effect
1140,1333981807096651776t,"It ’ s been about 40 years of Research ... No Vaccine for HIV About 100 years of Research ... No Vaccine for Cancer Research on top of Research ... No Vaccine for a common Cold 🚨 And now you telling me , in less than a year they got a Vaccine for COVID - 19 🤔",rushed
7995,1340916602917670913t,"Pfizer BioNTech witches ’ brew concoction which has already killed six people in US trials . Two died from the vaccine , 4 from the placebo . This prompts the question : what is in the placebo ? Pfizer BioNTech have not even revealed what is in the vaccine . Yesterday BioNTech shares -",side-effect
342,1341713552114069504t," Does the Pfizer / Biontech paper , justify treating the vaccine as the holy grail . I actually find the paper more disturbing than reassuring . Besides all limitations they say „ the results are proof of concept for RNA vaccines . “ ",rushed
5166,1353812373056925697t,"Even I'm surprised at hearing that AZN #oxfordvaccine only 8 % effective in > 65 year - olds ( prob 0 % after 3 months ) . If true , how devastating the false security of those vaccinated w / this #covidvaccine might turn out to be ...",ineffective
9418,1369205917279993858t, Google UK Medical Freedom Alliance open letter to UK Government over concernes in deaths after receiving the the covid vaccine . Start researching the depopulation agenda . Eugenics groups running the vaccine companies .,conspiracy side-effect
7865,1262935037172908034t,"It's less dangerous than many communicable diseases but only problem is - As Corona is since millions years & chinese mutated , is changing strains rapidly        No vaccine will be life long For Sure 100 %",ineffective
4183,1333542642777350146t," COVID = a 99 + % survivability rate . If folks want a vaccine that may / may not have hinky ingredients in there w / questionable long - term problems ( e . g . , Gates / African kids ) , then bang on . They can do what they want . I should have the same right to refuse it w / out being depersoned .",ingredients side-effect
8314,1325863837854294016t, Stay away from this poison ! Make public the pfizer patent si we can take a look at what ’ s in it,ingredients
8595,1356718017556738052t," This "" study , "" characterised by an Oxford spokesperson , has not even made it to "" pre - print . "" At the moment , it's little more than a press release . The AstraZeneca vaccine is still seen as dubious in the United States because of the major confusion in dosages and openness . ",pharma
6532,1349827547576545280t,""" Pfizer and the FDA downplayed the cases of Bell ’ s palsy in COVID vaccine trial participants . But the evidence that vaccines , including COVID and flu , cause the disorder deserves further investigation . "" ",side-effect
2450,1335794741955489802t,    Yes . One person so far had a vaccine shot and contracted COVID - 19 . Maybe they had it undetected or the vaccine wasn ’ t effective for underlying reasons . I ’ m refer to the testers as victims . If it offends you ...,ineffective
403,1254606423717273607t," While I'm opposed vaccines for Coronavirus , why do you think everyone should be vaccinated ?",none
4762,1324515867162480640t,"Open your eyes , UK and Greece shut down due to COVID ! US is next ... whatever happens to world will happen to America last ! ! ! All of this is a setup for the Vaccines ! ! ! It ’ s a trap don ’ t fall for it ! #2ndLockdown #uk",none
3203,1335347068144062464t,Head of Pfizer says CV vaxx is female sterilization 👀 👇,side-effect
1823,1443470393314975745t,"Nothing to see here - just a case of "" Central retinal vein occlusion after mRNA SARS - CoV - 2 vaccination "" 15 days after Pfizer They ( wrongly ) say "" no reported cases in the world literature documenting CRVOs related to vaccination for COVID - 19 "" ",side-effect
1676,1303481969813188609t,.  So the Oxford / AstraZeneca #vaccine trial was temporarily suspended due an adverse effect .. “ hold was placed on trial out of “ an abundance of caution . ” This is why we do phase 3 trials to completion . EUA ? No thx #COVID19 ,rushed side-effect
9076,1374291557881372672t,"  No ! It hasn ’ t been approved as a vaccine by any government ... it was released as a emergency jab and hasn ’ t been tested for the required period of 3 - 5 years , which all vaccines have to be !",rushed
7408,1336425671141306369t,"  Glad this man is paying attention to the science and not the conjecture . COVID has a 95 - 99.7 % recovery rate WITHOUT a vaccine , which , by the way , is only 90 - 94 % . I didn't take Common Core Math but 95 is and always will be a greater number than 90 to 94 ...",unnecessary
3412,1377923062000140291t," your brand is being dragged , you pissed of the EU , and North America has joined the bandwagon . Maybe you should tell the truth about Covid - 19 , and vaccines . Azilime ziyetsheni , kunyiwe macala .",pharma
2619,1339506300795953153t, Pfizer are used to manipulating the data to suit . Some of us are acutely aware of their previously misdemeanors with the Zoloft data . More than 300 families are trying to get justice for the deaths and damage caused . Now the governments have absolved them from all liability .,pharma political side-effect
4195,1326106346048135169t,   Notabene :  #vaccine : Even 90 % most unlikely #shortterm efficacy . 2 . In general natural virus immunity response is stronger than after #vaccination 3 . Behaviour of  #CEO reveals both bad management & possible violation of #ICH_GCP standards : No Approval w / o ,ineffective pharma unnecessary
3576,1344394550928953345t,"The developers of the Oxford - AstraZeneca vaccine have previously undisclosed ties to the re - named British Eugenics Society , the Galton Institute , as well as other Eugenics - linked institutions like the Wellcome Trust . ",pharma
722,1321525852774014976t,"  Its a scam Piers , they will ruin the economy and then force vaccine's every three months till billions are killed . Wake up you wally , complete world lockdown within 6 weeks . I'll contact you soon to tell you i told you so .",mandatory
8278,1287704154295566336t,"Ganun ba talaga yon ? ? no other choices but to rely on a vaccine that is yet to be made ? ? As far as I know , it takes YEARS to fully and successfully develop vaccinces . And if , let's say , a miracle happens and they manage to do it by next month , next week or wtvr , - -",rushed
225,1278998230349553665t,Dr . Tenpenny Agrees with Dr . Mikovits that 50 Million People Could be Killed by a COVID Vaccine  #BitChute,side-effect
3551,1337814647127355392t," Do not take the Covid RNA vaccine . If you do so , you'll end up like a human guinea pig for Pfizer's experimentals .",pharma
8982,1365810920627310592t, #AstraZeneca It is discriminatory to impose a 62 % efficiency vaccine to part of the population and GIVE a 94 % efficiency vaccine to others . Canadians must be able to CHOOSE ! ! ,ineffective
3694,1350756115143929860t," : failed on #Zika #Mers & #Cancer in 20 years & now - 80 C ° ( certified drugsafetyofficers , too : stopped it ) not 4 vulnerable elderly cc  &  . #Norway #warns of fatal side effects of Covid - 19 vaccine after elderly deaths - The Local ",side-effect
6880,1326913214853095439t,"  Thousands die every year from the flu , much more than this covid has yet they have a vaccine for that , but it still kills thousands every year , so what do people think this one will be so effective and why haven ’ t they produced one that quick for flu , would save all them lives .",ineffective
4806,1377994333589278725t," your covid Vaccine jab only protects YOU from severe illness ... it DOES NOT stop you from catching and spreading the virus to anyone else , non vaccinated or vaccinated ! Therefore there's NO POINT in a Vaccine passport .. is there ? ? ? #VaccinePassports #vaccination #CovidPassports",ineffective
7761,1342375850558283777t,#Pfizervaccine or Pfizer weapon ? ! Maybe the plan B is killing people who have survived the Corona virus with the Corona vaccine . There is no trust in the USA,side-effect
1826,1353099968739905536t,"Incidence of anaphylaxis in Moderna COVID vax recipients is 2.5 per million per CDC . I see no reason not to take a Benadryl before the jab , for most of us . Say 30 - 60 ' in advance or so .",side-effect
2123,1382033472978554894t, Boris Johnson today has said the Covid Vaccine is useless . Take some Vitamin D instead .,ineffective
9589,1340926770925588481t,"The CDC reports on it's website that of the 112807 people in the UK who received the Pfizer vaccine , 3150 experienced "" health impact events "" , which they defined as "" not being able to perform normal daily activities "" . That's almost 3 % . And they are still marketing this ?",side-effect
5194,1320834501250080768t," No point to the trial or to that vaccine . Doesn't prevent transmission or infection , has a high AE rate , and has never been successfully developed for human use . This is an outright guinea pig experiment for a disease 99 % survive . #RussianRoulette ",ineffective rushed
5829,1325795315765575680t,So  5 days after the election announces a vaccine with a 90 % efficiency ? Thought we weren't supposed to trust anything from a Trump Administration ? But look what channels picked it up ! ,ineffective
9106,1296225851651088392t,"  There was a report from the Ukraine that 15 people already infected with C19 were given the Moderna vaccine . 8 ended up in the ICU and 5 died . We know ADE can result after being vaccinated and encountering a similar pathogen . Question is , did that happen in reverse in this case ?",side-effect
3812,1297600801783918594t,   Can you imagine if trump fast tracks a vaccine and it ends up failing catastrophicaly and kills way more ? Think I have a new fear .,ineffective
5091,1380838247991967747t,"   Actually , long covid is a serious illness and is apparent in people who have had a mild or asymptomatic case of Covid - 19 . That is why children are being diagnosed more than they were when covid was first spread . But go ahead , get your AstraZeneca vaccine , or none at all .",side-effect
5550,1376228504203751424t,"   And that doesn't strike you as odd ? Why wouldn't a teacher want their kids back in class asap ? Why wait till they're MANDATED to go back ? They're already vaccinated , so why make the kids wait ? For their own ego ?",ineffective
8098,1326139967744118785t,If pfizer knows they are 3 weeks from knowing if the vaccine is safe after a 2 month wait for side effects does that not mean they knew well before election ?  ,political
7906,1342842785574121472t,Looks a lot like extortion . Pharma companies withhold Covid - 19 vaccines unless govts agree to make them immune from prosecution for vaccine - related injuries :  ,pharma
5741,1326306448557690880t,   Go to hell with you vaccines .  congratulated that bumbling moron on getting a vaccine during his presidency . Oh hell no . Al gore was president elect for 37 days . Read a book . I will not take your vax . #HydroxyChloroquine is proven to work just fine . So is rest .,unnecessary
180,1290002425009418244t,  Have at it . Phone Moderna . I will rely on my natural immune system which should have 99.9 % chance of keeping me safe . What will be efficacy of Vax ?,ineffective
7902,1319969276195897347t," Sure looks like the move of someone who plans on staying for more than 3 months & lighting the whole gov ’ t up if anyone stands in his way . Hell , he told the states to plan for some bogus vaccine to be rolled out this week . Is he gonna fire anyone who refuses to approve it early ?",ineffective political rushed
2110,1336287508863193090t,"UK media celebrating the injection of  ' s non - peer reviewed , unlicensed DNA - linked #Covid treatment . A product never tried on a population , with unknowns on its immunizing longevity , ability to halt contagion , or hazards to health .  #vaccinefact",rushed
8648,1374648388541636609t, Hi from Germany . If it wasn ’ t greed why aren ’ t you exporting vaccine to countries that haven ’ t even vaccinated everyone over 80 yet like Germany or any other country ? Why are you getting vaccine from the EU ? Greed is most certainly the reason why you ’ re getting it,pharma
3797,1354810208652988419t,"Person died hours after receiving the vaccine . Can't sue the drug makers , so Big Pharma can shoot you with anything they want , really . ",side-effect
5910,1430335890107162624t,Civil Liberties Group : Approval of Pfizer Covid Vaccine ‘ Irresponsible and Deadly ’  via EpochTimesUSNews ,side-effect
9874,1328322716051644417t, It's time to Expose the Truth about Covid 19 and to Rage Against The Mandatory Vaccines !  ,mandatory
450,1252856712031133700t," Definitely . He should be down in oxford taking the first 100 shots of the vaccine , go for it Tony , lead the way . PS we get to choose the vials randomly",pharma
6956,1351631114943811584t," Pfizer and the other vaccine manufacturers will never admit liability for deaths or damage due to their vaccine . All flu vaccines have a mortality rate of 1 death in 10000 , the Covid vaccine is 1 in 1000 . It may be an unacceptable loss .",side-effect
5817,1392810066542202885t,    They are all the same working for Masonic Rockefeller ’ s Illuminati . No one moves up the ladder without their approval . Which is why he ’ s not speaking out about vaccine deaths .,side-effect
3520,1328352533971165184t,How many vacancies do they think we're having ! As far as im concerned I'm not having any 🖕 No Moderna jab in UK until at least spring 2021 as government didn't order it  Sent via ,none
8054,1335825455140593669t, I agree 100 % . There r currently 2yr clinical trials being conducted that test medium / longer term side effects & also disease enhancement This is one such trial - Astra Zeneca :  This doc is an eye opener regarding disease enhancement : ,side-effect
2232,1320810026974363648t,   Because you ’ re suggesting that a vaccine that will hurt us would even be released . But you know that .,side-effect
9628,1335239608255336448t," The same vaccine was rejected in Switzerland . Also , in the UK if something goes wrong you won't be able to sue Pfizer as it's a part of the agreement between British government and the company .",pharma political
9174,1382055574792253443t,San Diego Immediately Stop Johnson & Johnson Vaccine ,none
8047,1360358093998100483t,"#VAERS 56 y . o . ♂ ️ Illinois #modernavaccine #vaccinedeaths "" Write - up : Pt died 4 days after vaccine , no known reaction to the vaccination "" ",side-effect
