,ID,text,labels
6497,1376610562352762889t,There ’ s no reason to believe the vaccine isn ’ t mostly safe and people should have the right to refuse it .,mandatory side-effect
8969,1327812070444834816t," David , Lets Share the TRUTH about Covid 19 and the pending MANDATORY VACCINES TOGETHER !  ",mandatory
588,1293354099749130240t,"Go ahead , name your vaccine #SputnikV . We get the reference . But we also know about your famous Russian #QualityControl , just ask Yuri Gagarin and Vladimir Komarov . Keep overplaying that hand , see what happens . #USA #AmericanPatriots ",country
7837,1375434866322444289t,   enough is enough . Coercively trying to force the population into being vaccinated is dangerous territory,mandatory
1400,1284933368577241088t,   And you dont know the lasting side effects of a vaccine rushed to market .. some people covid effects some it doesnt .. with a vaccine no one knows ...,rushed side-effect
9102,1375310899309907968t,"Testing by Pfizer begins on a child vaccination . Experimental , emergency use only vaccine for the lowest risk population there is . Almost no risk . But risks from experimental , emergency only vaccines we know do exist historically . Anybody see a problem with this ?",rushed
126,1288553927781355521t,"      I just retweeted several films , form your own opinion , but watch and don't count on the people in line to make money of a vaccine ( Fauci ) . There is much to read . Much to learn and Much to try . Not using something with these testimonials is not in my DNA .",pharma
3211,1367842070560399361t,"So there is £ 200k up for grabs to anyone who can isolate and create a pure sample of SARS covid 2 as yet not claimed , how can there be a pandemic if the virus doesn't exist and how can a vaccine be created to protect against it .",ineffective
2781,1405407638200807424t,Australia restricts Oxford vaccine over clotting concerns  ,side-effect
8814,1364286623840575490t,"Read the reports on front  educate yourself about the virus and about how we have been duped so you can make a wise decision for yourself . Decision about the vaccine is your personal responsibility not ur governments they won ’ t back anything , cant sue maker",side-effect
505,1299305826251927552t,  So what happened in the 1980 ’ s to foment EXPONENTIAL growth of autism ? Better diagnosis ? Autism is not barely noticeable . Where are all my peers in their 50 ’ s with autism ? 1986 National Childhood Vaccine Injury Act . ZERO liability for vaccine manufacturers & providers .,pharma side-effect
6229,1287943849118068737t,something's fishy with his insistence . i think that vaccine is still on clinical trial and whoever takes that will be sort of a guinea pig . nobody trusts chinese vaccines . i trust the UK vaccine which is still in development . unahin nya sarili nya magvaccine sa september !,country rushed
4323,1361668886865858562t," Johnson & Johnson produce this vaccine for - non - profit , and it was developed by Janssen Pharmaceuticals . AZ was found ( small study ) ineffective against SA variant ( efficacy only 20 % ) .",ineffective
2635,1339470315584446466t,"  I'm wondering how many ' experts ' engaged , in a respectful , non - dismissive way with those expressing fears about vaccine side effects ... Telling people they're idiots because they're not ' following the science ' doesn't necessarily qualify as far as I'm concerned .",side-effect
2860,1320348953238474753t,A vaccine for a disease with less than 1 % mortality . More Brit healthworkers will be harmed by vax than from CovidHoax,unnecessary
3976,1336908158967689216t,Britain says people with ' significant ' allergic reactions should not take Pfizer vaccine - The Washington Post * THIS is why you don ’ t “ warp speed ” vaccinations . 😐 ,rushed side-effect
6651,1341292568831651840t,"  Knew about it ⁉ ️Like 👺 he perceived humanity as his Frankenstein ! 💯 👉 🏽 Applied for the patent for the Covid strain , 🦠 the test 🔮 to detect it 🙈 the vaccine 💉 the end product 🔬 which would be you ❌ the person who took the vaccine except ✂ ️you ’ re not a person 🧬 anymore 🙈 ⚰ ️you ’ re a chimera 🧪",side-effect
5657,1262491676569829376t,"  They will be if there is Corona in vaccine , grown in infected animal tissue . When they meet Covid , 19 or mutation , they'll get very Ill . Virus Storm . Happened US military 2019 . @",conspiracy ingredients
4895,1287825182607003648t,"They're doing their utmost to drag this thing out . Any serious people running a country would have stopped this by now . This is an utter shitshow , and apparently it's all just to give us a vaccine . Does anyone really believe it'll only be one , and there won't be more "" pandemics "" ? ",mandatory
1557,1301339449876414465t,"     If u are Black , brown , Jews , LBGT , Arab , muslim or handicapped beware of taking Trump ’ s Russian vaccines intended to kill at least 2 million or more as bragged by Trump . He is worse than Hitler !",side-effect
9535,1375086637663744006t,    Never had an rna vaccine as they are new . Also never had a vaccine made within a year . Last time I got a shot was about 15 years ago . No I didn't study vaccines when I was a little kid .,rushed
2924,1302446835735252992t, STOP the LIES . STOP the Fearmongering . STOP the Brainwashing . STOP the Propaganda . STOP carrying #Fauci ’ s WATER paid for by Bill Gates . #NoMasks #NoVaccines,pharma
82,1370203359009894403t,#vaccineSideEffects alters your dna and rna don ’ t take this experimental poison ☠ ️ the devil came to kill steel and destroy ,side-effect
1210,1299518628858155008t,"Coronavirus vaccine on track for FDA approval by end of 2020 , says Operation Warp Speed official  ( I don't give a damn ! I'm NOT taking it . - _ - )",rushed
9648,1360128738873270274t,Pfizer bails out of India after country demands safety testing for COVID vaccine | News | LifeSite American ’ s Frontline Doctors are urging the Biden administration to take note of India ’ s decision to deny Pfizer ’ s application based on a lack of safety . ,side-effect
1185,1339366029768724482t,#tonight #TonightVMTV Social distance me arse . We are being played . 30 people of 4 million in icu People dying with not from covid No flu Pcr tests false . Vqccine MAY kill virus according to Pfizer website . ,side-effect
8850,1137718983057190912t," Yeah , it was terrible . I watched her shrivel to skin and bone and get weak for 3 months . The thing is she was given a live vaccine for it abd didn't know she was ill with liver disease at the time . Was treating her for congestive heart but was liver . Didn't realize til later .",side-effect
830,1375163318869102598t, Never heard worse ! Any attempt at vaccine passport will finish the leisure and travel sector .,mandatory
1734,1288655987663081472t,"2 ) Scientists & ethicists are sounding alarms . The vaccine uses a new , untested , and very controversial experimental RNA technology that Gates has backed for over a decade . Instead of injecting an antigen & adjuvant as with traditional vaccines , Moderna plugs a small piece of ...",ingredients rushed
9495,1374521360186142722t,   Its not a vaccine like we had . Its an experimental vaccine . Kids are not dying from this virus so why do they need it ?,rushed unnecessary
2842,1376516269403426818t,  I have a question & I ’ ll post this several times do I apologize for the repetitiveness of this tweet . - Has anyone know anyone or themselves that has gotten the #CovidVaccine #vaccine and experienced a massive heartbeat drop down into the forties ? Lead to a EM visit or stroke ?,side-effect
4403,1320309472162664448t,#COVID19Vaccine EXPLAINED - WHY THEY ARE SO DESPERATE TO GIVE EVERYONE THE UNNECESSARY DNA ALTERING HIGH - RISK WARP SPEED GATES / MODERNA #CoronaVaccine . In Trials - 100 % of the High Dose Group and 80 % of the Low Dose Group Had Systemic Side Effects STOPWORLDCONTROLDOTCOM,conspiracy side-effect unnecessary
9096,1435345677521932290t,"Three men - this casualty was the oldest at 49 - dead following Moderna jabs , contaminated batches withdrawn , yet both government and manufacturer steadfastly cling to their mantra that "" there's no proof "" ",side-effect
9163,1410553618273558532t,Woman DIES weeks after getting her first AstraZeneca Covid vaccine in Australia | Daily Mail Online ,side-effect
8133,1377312968082223105t," When reports last came in , over 100 vaccinated people have contracted the China Virus in Washington state ! In Deutschland , AstraZeneca vaccinations have killed nine ... Dr.Hahn ,  owes an explanation for tossing vaccines recklessly to people , with EUA ’ s #StopVaccineLunacy",side-effect
607,1333523218578063360t,          Why push Moderna ? Gates vaccine co ? No one trusts Moderna / Gates ! Not Trumpsters or anyone in Africa ! Moderna new co no vaccine ever !,pharma unnecessary
9261,1425178839026704391t," Head of Oxford vaccine group ass - covers as Delta renders their vaccine largely useless in protection from infection , and the government seek to cover this up by boosting its recipients with mRNA vaccines . Fixed it for you",ineffective
6929,1336229045470687232t,"The cynic in me sees that they rolled out the vaccine quickly in time for Christmas to make us forget , 75000 people died this year . Can they get more of the Pfizer vaccine with no deal ? I doubt it .",rushed
8854,1365261722743939074t,"  It's a virus with a + 99 % natural survival rate . It isn't ' going away ' , we have to live with it . Once the vulnerable & high risk have been ' vaccinated ' ( 2doses ) - everything should be lifted & returned to ' normal ' . No forced masks , passports or restrictions . #NoVaccinePassports",mandatory unnecessary
2230,1258427778757779457t,  So what are they doing with current soldiers who ’ ve had COVID and likely WORSE reactions because of the battery of vaccines they ’ ve been shot up with ? !,side-effect
9752,1365069765694402560t," Dude , I have no idea where you think you get your news from , but the Bild is a freaking bullshit paper like the Enquire ! Mother put child through meat grinder , Bild got interview with the hamburger . Seriously ? On the other hand , I wouldn't want Astra Zeneca vaccine either !",pharma
1690,1408481638279827458t,"the  put out a tweet - which is sensationalistic - which leave out the important detail : these "" over dozen fully vaccinated doctors "" - it was all with a Chinese vaccine that has provided = = > ZERO < = = efficacy data where similar events in other countries prove it is WORTHLESS ",country ineffective rushed
2609,1353351225836773377t,Parents that sign their kids up to be Guinea pigs for big Pharma . 😢 🤢 Pfizer says its Covid vaccine trial for kids ages 12 to 15 is fully enrolled ,rushed
6752,1346554330963329024t, It will help David but you will need more than 1 complete vaccination because Astrazeneca won't enable herd immunity ,ineffective
6950,1364573072595034119t,"Me : Hey Johnson and Johnson had their single shot vaccine approved My Lady : I ’ m good , they give women cervical cancer ! Me : ",side-effect
7706,1337296963377762304t, Challenge is copying other nations without looking at our statistics with Covid 19 . African recovery rate is plus 80 % so what's the logic of making a vaccine with possible more fatalities than the virus ? . all 4 who tried the new Pfizer vaccine have side effects of face stroke,ineffective side-effect
1577,1347916917219192845t,Only ifg they are as DUMB as the other sheeple who will take any Patients Are Refusing Pfizer Vaccine to Wait for the ‘ English One ‘  via ,none
7656,1338410867575152640t,So  Covid vaccine does not need refrigeration but  does ? Why is that ? ? What ’ s the difference ? Aren ’ t they supposed to both be Covid vaccines ? ? Yeah I don ’ t trust any of this shit . And they wonder why only a 1 / 3 of Americans want the vaccine ... #CovidVaccine,pharma
1299,1375452210633523203t, So why has Pfeffel ordered the ONS to withhold data on the number of vaccinated people that have either contracted c19 or died from c19 since being vaccinated ? ? ?  Why hasn ’ t the MSM asked the question ? ? ?,side-effect
6065,1375202889732341760t, You want a civil war its turning into George Orwells 1984 why not get the Chinese communist party to pay for what they did to the world anyone getting this vaccination is brain dead the quickest vaccine ever produced was 7 years this was rolled out in two months people will die,side-effect
1337,1263295209858912256t,"Ontario doctors know this is wrong , but #LiberalPaidMSM are cowards and won ’ t ask the PM about it . #WakeUp , Canada , before it ’ s too late . #CovidVaccine #ChinaLiedPeopleDied #ChineseVaccine #CanadianGuineaPigs #Vaccine",political
7604,1283639099535097856t," Right , you're just limited to how much oxygen you can breathe which is dangerous to your health . Vaccine inserts tell you they're dangerous and face mask boxes tell you they wont fight COVID but let's be willfully idiotic about both",side-effect
5295,1406914646456557568t,"Facial paralysis has been reported as an adverse reaction to the AstraZeneca vaccine 239 times , whilst Bell ’ s palsy has been reported 414 times .  ",side-effect
1125,1369746841600987138t,"Mom is back home , but not adding up to me . Everything fine . The doctor is saying it's just from her Covid shot . ? ? ? Would you feel bad for over a week from a vaccine ? ? What happened to the viral infection he told her it was last week ? ? What do you all who say you can't ...",side-effect
5751,1432752513401360384t,"  What is the point of giving a 94 year old retired physician ( my father ) a booster Moderna mRNA ? Dad is under solitary confinement lockdown again ( visitation ban ) confined to his room , at the assisted living facility , due to a breakthrough infection in a double vaxxed worker .",side-effect
4388,1329129575083888641t,"So last week Pfizer vaccine was 90 % effective . Then Modena said theirs was 94 % , all of a sudden Pfizer is 95 . Got trust issues yet ?",ineffective
5496,1325871754980581376t,"Isn't it funny how  announce a COVID - 19 vaccine the moment THEY think they've ' got rid ' of  ? Timing is impeccable . Nothing suspicious at all . Only it's Trump who got it pushed along , and will continue to do good work , while thief  tries to claim it's his",mandatory
4716,1336248752710045703t,   Yeah ! This is nuts and I ’ m ‘ vulnerable ’ but all sounds completely hypocritical and propaganda is through the roof today ! ! Boris giving Pfizer complete immunity from legal proceedings is very scary .,political
5192,1355643541175861253t,"  I know . Imagine all those that died of the vaccine , and all they talk about is underlying issues . This is just from this week from CDCs reporting system ",side-effect
7686,1328782731333963778t,  No one should get the COVID vaccine . It would be unfair to all the people who have died of COVID .,none
7105,1403462305602486278t,"  I ‘ ll confirm I know someone who had the most dark , twisted and terrifying dreams while trying to fight off vaccine physical effects . I don ’ t know if I am describing this with appropriate intensity , but , he said the dreams alone were enough to keep him from getting the vax again .",side-effect
7017,1287426674846347265t, Injecting a Russian vaccine is like depending on a Lada as your daily driver,country
5494,1367133710970089479t,"  Asymptomatic ppl were transmitting it . Having covid means nothing , some ppl got Covid 2x , the shot doesn ’ t mean you won ’ t get one of the new strains surfacing right now . The vaccine hasn ’ t been tested against those . WE are the test on the new strains by getting vaccinated now .",ineffective rushed
1692,1291471766175518735t,   I would agree but the general public and mds seem happy to poorly tested vaccines . Which one is it the Moderna that will reduce symptoms but still transmit ? Apply the same standards to HCQ . Look at these doctorS who invent vaccines . Look at what they said ,ineffective
3825,1349576125454852097t,  can keep his vaccine 💉 I ’ ll take covid with its “ non existent “ symptoms over some big pharma no liability or indemnity lab 🧪 cooked vaccine thank you .,pharma unnecessary
3285,1328364716926832641t, I wonder if we have put the development of vaccine ahead of research for finding the etiology of Covid 19 . Vaccines are developed without full knowledge of how they will work . Most people's immune systems work fine in clearing infection while some people's immune system cannot,ineffective rushed
8368,1368600383237591041t," "" Informed consent "" Definition . ' Permission granted in full knowledge of the possible risks , benefits and consequences ' . This is not possible with an experimental , novel ' vaccine ' that is still in trial phases . No long - term data . Risk > Reward . < 0 % covid risk for healthy < 40y . o .",rushed unnecessary
2308,1294331136173150208t,untested russian vaccines have killed more people than marijuana,rushed side-effect
6010,1334231720560881667t,Why would any product need legal amnesty ? This won't stop civil suits - Coronavirus vaccine : Pfizer given protection from legal action by UK government  #Healthinnovations #Health #coronavirus #Immunology #COVID19 via ,political
8630,1366714956704538635t,"The Catholic Archdiocese of New Orleans is asking Catholics to avoid the recently - approved Johnson & Johnson COVID - 19 vaccine , which it says is “ morally compromised ” by its “ extensive use of abortion - derived cell lines . ” ALL vaccines being used , use these cells .",ingredients religious
9778,1330062930478575616t,Kaiser Permanente is now administering the experimental COVID vaccine to children ! They are already being sued for harming children with the Gardasil vaccine . Do NOT trust these monsters ! ,pharma rushed
9277,1243235937556918272t,"People in the global community want to bypass the unholy #biotech alliance of #DARPA , #Gates Foundation , and #BigPharma $ Gild $ Mrna #Gilead #modeRNA trying to control the #Covid #COVID19 #BioWeapon #Drugs #Vaccine market #mRNA #GeneTherapy weaponized #Heberon #Interferon #Cuba",conspiracy pharma
5614,1344391414327595010t,"  Pfizer has faced thousands of lawsuits filed for medical injuries caused by its drugs . It has also set a record for the largest fine paid for a health care fraud lawsuit filed by the U . S . Department of Justice . Go ahead and be their guinea pig , but I don't trust them !",pharma
7992,1334469394810986499t,"    Pfizer acquired Biontech in 2018 and now they are mass vaccinating the uk before the trial reports are published and peer reviewed in 2023 . But TalkRadio , clap clap , yay vaccine ",pharma rushed
9828,1339512672551903233t,2 Health Care Workers Had Serious Allergic Reaction After Pfizer's Covid Vaccine one without prior history - UK has revised guidance to ‘ anyone with any allergy to food or meds ’ - rules me out on both counts ! ,side-effect
2819,1425758730407223305t," Over 99.99 % in her age group survive Covid . No one knows the long term damage , Pfizer may do .",side-effect
5053,1327259017018814467t,They hyping up those numbers to enforce a lockdown then next is the push of vaccines .. Pfizer gotta 90 % effective vaccine lined up to push on y ’ all ... basically gone be a test dummy,rushed
2390,1420852589411946500t,"Pfizer's efficacy would reduce to 84 % after 6 months ? 84 % still a very good number , for which , you can safely go another 6 months with it , yes ? You see , if vaccines only good for few months , u should not be surprised about vaccine hesitancy . People can opt to do mask instead .",ineffective
4665,1430171809815711759t,""" The Sponsor [ Pfizer ] identified vaccine - associated enhanced disease including vaccine - associated enhanced respiratory disease as an important potential risk "" ",side-effect
6602,1339823130324455425t,"Nurse FAINTS moments after receiving coronavirus jab in another flop for confidence - building PR drive ( VIDEO ) A nurse at a Tennessee hospital collapsed soon after taking a dose of Pfizer ’ s coronavirus vaccine . Though she recovered moments later , the mis …  ",side-effect
1047,1277669397822398465t,"So , mandatory vaccine is coming and if you refuse , you'll use ALL your rights . IF THERE ARE ANY LEFT TO LOOSE !",mandatory
9835,1297796797541183489t, Would you take the vaccine after seeing this ? AstraZeneca / Oxford ’ s vaccine also contains nanomaterials  ,ingredients
6071,1370038958000910336t,Fear of Fatal Blood Clots Cited as Spate of Countries Move to Halt Use of AstraZeneca COVID Jabs :  via ,side-effect
7315,1326131351628570634t,"   Because Pfizer didn't follow its own scientific plan for interim analyses , which would likely have required it to announce the success of the efficacy of its vaccine before the election . That seems rather worth knowing .",political
8001,1443347746057031680t,          Pass it on Vaccine Moderna and J & J Unknown Organisms SELF AWARE with Tentacles found in Vaccines Vials ,ingredients
6369,1254861627901358082t,"  Maybe it was because 32 out of the 34 members on the vaccine council have received funding from Bill Gates . You see , the scientist lost all credibility when they put a price on their integrity . I'm glad Cummings is there to keep an eye on them .",pharma
3776,1334114934133809152t," AKA ... The Pfizer "" PALSY SHOT "" ... Guaranteed an onset of some terrible type of palsy for at least 5 years ... maybe for life . ( Small print on packet )",side-effect
5510,1334182031043997696t,#Pfizer so they confirm the drug ... who will take this vaccination ? ? Before you doing get you some healing herbs honey ! 20 % off ,side-effect
5749,1346595893051412482t,  Herd immunity is for losers . HE thinks he deserves the vaccine . Didn't he HAVE COVID so doesn't he HAVE herd immunity ?,none
1882,1352749475438190599t,Seems like bribery to me . I don ’ t think it ’ s a good idea to keep printing money for the sole purpose of “ convincing ” people to take a vaccine .,mandatory
3666,1352775622615912449t,"10 dead in #Germany within 4 days of #pfizervaccine inoculation "" The deceased were aged between 79 to 93 , all with antecedent diseases . The time between vaccination and death ranged from several hours to four days "" #vaccineMortality #geriatrics ",side-effect
6510,1413637074977271811t,"  ... shot she started having unbearable ringing of the earns ( tinnitus ) . I told her , And you were lucky ! Sent her the  post vaccine syndrome testimony , as well as venues for treatment  and ",side-effect
8570,1382684517031411717t," The second dose is more likely to have noticable effects . Was just with someone who got COVID in the UK and reacted quite badly to her first Pfizer / biontech vaccine - swollen , sore arm & bone ache etc . Probably had plenty of relevant immunity from COVID . 2nd was less bad for her",side-effect
2709,1408495438697803777t, I researched this in Russian & was shocked that Russians are having SEVERE adverse events & dying from the Ru covid vaccines but they don't register them as vaccine deaths . I know a person whose father's friend died 3 days after having a vaccine ! That's why 16 % only vaccinated inRu,side-effect
9149,1353184727780397056t, My god they are f ... evil . Listen very closely to what rachael says about people having vaccine but it does not work . President Trump was talking about Therapeutic meds & people laughed . fauci says tests show they help !,ineffective
4084,1339627581881069568t,  Brexiters are pretending it's their vaccine now ? 😂 Jesus Christ .. It must hurt Oxford vaccine is a failure ... Remember this : When you get vaccinated think about this flag 👇 👇 👇 👋 😉 😉 ,ineffective
7472,1386104175411568644t,    Very sorry to hear that . The 3600 who have died from the vaccine should be listed under Covid deaths as well . People like me have allergies and heart issues which means an epipen could kill us . Pfizer turned away anyone who had suffered anaphylaxis earlier in the trials .,side-effect
3444,1366094603724730379t,"front  has good information and it ’ s important to read that , the vaccine is questionable according to reports , H has to make their own decision front line  has good information",side-effect
7828,1366189370961776641t,"If the vaccine protects you from COVID then it doesn ’ t actually make sense why people who have the vaccine have an issue with those who don ’ t . Being told that if you don ’ t take it , you are not thinking of others , doesn ’ t make sense , If the vaccine protects you .",ineffective
1369,1328772531088748549t, I read the Pfizer release and the normal procedure is to follow recipients for two years to ensure there are no health concerns . You ’ re excellent as risk / reward scenarios . I ’ m 58 and in good health . I choose to take my chances with a virus that has less than a 1 % death rate .,side-effect unnecessary
7594,1361786005053915136t,"Via  : Johnson & Johnson single dose coronavirus vaccine is 66 % effective  AND IRELAND Hails this saviour , oh this is far from it . Very far from it",ineffective
649,1354698070089486336t,You know this we know this the government know this . so why have they closed you all down . you still think its about a virus they lie about . And a vaccine that doesn't work .,ineffective
5960,1454890307389059072t, For the record . Very small 3 months trials . We've dropped all safety standards with vaccines to allow Pfizer to go straight to profit with no liability - all those essential time consuming trials to prove safety b4 a drug comes to market seemingly wiped :  ,pharma rushed
5663,1390412924225835011t,"While people around the world stressed out / burnt out dealing with this pandemic , this couple gave big happy smile , felt no sadness for the 3.1 M lives lost from Covid - 19 ; I guess they made tons of money from their Pfizer vaccine , or they are one of these several giant corporations",pharma
496,1370182114415611905t, Yup - Now those the Vaccine is targeted at protecting have had it ! ~ Why would those Young and Healthy or those that have recovered from COVID have a vaccine for a virus that has little or no impact on 99.06 % ~ I respect your right to choose - do you ? ,unnecessary
2528,1353469093156769793t,In the case being that both the vaccine and the virus are both majority - very well unknown . Only means I will not receive until I know it could work long term rather than risking myself getting the vaccine for the matter of a few months . 🙃,ineffective
3572,1362091723409735685t,"If you are < 40 , healthy & fit , with no conditions or situations that may put you at extra risk , do you really need a vaccine for #covid19 ? 0 % risk from infection . High asymptomatic % . Once / If you've had covid , you have natural immunity . ' Vaccinate ' very old / very fat / very ill .",unnecessary
3237,1290665527543771139t," I haven ’ t seen any of these ads you keep whining about . I have seen where you have given billions of taxpayer $ to Pfizer , Sanofi , GlaxoSmithKline , AstraZenica , ... , to develop a vaccine that I ’ m sure they ’ ll turn around and charge for .",pharma
6971,1397101913045360640t,  It appears that the effectiveness of the vaccine is lower with this variant . That's always been the risk of the vaccination strategy . Could be worse of course . But it's pretty clear that the single dose is of limited use and that Pfizer is more effective than AZ .,ineffective
6402,1293301922041077763t,Yeah I ’ m not taking a rushed vaccine until we see how many people it kills . I am fine staying in my house away from people #RussianVaccine,rushed
3781,1346501457302999040t,"In science we trust ... ' Those who don ’ t know #Pfizer ’ s checkered history may wish to learn something about the company ’ s recent criminal and civil crimes , especially as the company ’ s Covid vaccine promotion is set for a warp speed rollout . ' #vaccine ",pharma rushed
2413,1375388441706381315t," The thing is even with consulting you never know . Many of those who d * ed were completely healthy . The girl , 23 , who recently d * ed did get consult and health check beforehand and everything looked fine . After getting vaccine she got brain thrombosis and d * ed .",side-effect
4597,1351127331306434567t,"Woman who suffered convulsions after taking Pfizer Covid jab being screened for permanent neurological damage , son tells RT 📰 »  ",side-effect
259,1251324394623979521t,"    Do explain     Crazy - totally unproven platform , No animal data to prove safety , testing on humans without basic protocol , Dr Fauci legacy could be destroyed . Lives at risk . Where are #OtherVaccine #candidates - how are our tax $ $ spent on 1 #unproven 💉",side-effect
258,1354856659458248708t,   Also a vaccine that was not tested on animal models prior to be given to the public . It hasn ’ t been proven to slow transmission only reduce potential symptoms . Moderna refers to their vaccine as “ software ” ,ineffective rushed
9650,1299987636233424897t,"Coronavirus vaccine in UK in SIX WEEKS : Best scenario now mid - October as testing ramped up  THEY WILL FORCE 🤬 every student to take a vaccine they don ’ t need , or won ’ t be allowed to attend university . 🤬 🤬 Say No ..",mandatory
7601,1337026605873590273t,     These vaccines are full of junk . Pfizer stated there vaccine causes women to be sterilized because of their ingredients .,side-effect
6360,1449831346831077380t,"An Indiana family says their two children , ages 4 and 5 , were mistakenly given full adult doses of the Pfizer vaccine rather than flu shots . The kids were taken to the doctor and are showing signs of heart issues , the family's attorney says . ",side-effect
6785,1308432597064843264t,"Second AstraZeneca volunteer reportedly suffers rare neurological condition , but UK company says it ’ s not related to vaccine – 2020 : The Year Governments Killed Hundreds of Thousands of Their Own People – This Is All A Psy - Op ( David Icke ) ",side-effect
5953,1337034884435546113t, The transverse myelitis with the AstraZeneca one suggests that these vaxes are causing nerve issues ?,side-effect
1328,1370746040513626114t,"   You are not afraid at all . Your handlers at Google are major investors in Vaccitech , the company at the heart of the Oxford vaccine . Altering historical terms does not make the new terms right . Just as rushing through this insane technology doesn't make it ethical .",pharma rushed
3223,1245109623243206656t,"  Agreed . The medical profession is corrupted by Big Pharma . As such it has responded to an ( as yet ) unprofitable virus pathetically . I fear a future with a mandatory Sars - Cov 2 vaccine which may , or may not be , effective .",pharma
2260,1283213089333301251t,"       the healthy people probably need it very little generally ... the people that need it , the side effects are like yikes",side-effect
6500,1257032249888911361t,"Worldwide , fake covid - 19 deaths on certicates , all the professors and officials lying to us day in day out , all have recieved Bill Gates money . This virus has not even been identified so there cannot be a vaccine for it this is all about control . WE ARE NOT HAVING IT OK , WHERE",conspiracy pharma unnecessary
1472,1371383440780767234t,"You don't need an official document to go to the shop to buy essential food , nor to enjoy life freely in the country you live in . This is a terrible idea . #COVID19 #VaccinePassports #vaccine Petition : Do not rollout Covid - 19 vaccine passports ",mandatory
3492,1313095535923015680t, So you are hedging that the oxford vaccine will be viable in the spring as projected ! So when it isn ’ t what then ? Why is the action level for this virus 100 / 100000 ? But every other outbreak is 400 / 100000 ? #WhyAreTheyDoingThis,ineffective
5565,1328697019045728258t, Its time to expose the Truth about Covid 19 and all the Pending Mandatory Vaccines !  ,mandatory
5761,1376341653758345219t, Tinder removed my profile because I said only for the non vaccinated to reply lol ,none
8525,1298704879150653440t, I wouldnt take it if the vaccine is russian . I cant trust those homophobics and their history of failures in every single thing they attempt .,country
7955,1374811755927506945t,"What ’ s next ? People won ’ t be allowed to go to the supermarket to buy groceries , to live , without being jabbed or showing proof thereof ? Vaccine certificates are the armbands of this day and age . #ukpol #rona #covid19 #coronavirus",mandatory
2868,1319744893892308992t,"I suspect the placebo vaccine in the Oxford trial could possibly be behind the death also , for the same reasons ( ignoring the question of how a healthy young trial volunteer managed to contact SARS - Cov - 2 ) ",side-effect
1708,1368575819061268481t,Time to flip the switch on COVID - 19 vaccine messaging : Jim Sollisch . I couldn ’ t agree more . ⁦  ⁩ are you listening ? We aren ’ t all getting vaccinated so we can stay locked in our homes ,political
9072,1348259304390983686t,     If someone dies within 28 days of getting vaccinated I suppose under the current trend it will go down as a vaccinated death yes ? If not then why not as anyone who dies within 28 days of a Covid positive has that put down . Or does that not fit the Agenda ?,side-effect
1728,1336430019912986631t,"  At least 2 people already died from the Pfizer vaccine , I don't think you want that , or do you ?",side-effect
4612,1361690942432927746t,"Good only to implant their chips , of course that is the entire purpose South Africa to share 1 million AstraZeneca Covid vaccine doses with continent as study says jab ineffective against local variant — RT World News ",conspiracy ineffective ingredients
7999,1285546796224319489t,   My problem here is that Bill Gates donated a huge sum of money to Oxford ... and I'm not happy about anything he's involved in . .. of course it could be that they want the vaccine when it's ready,pharma
1158,1343539721339854849t,  Yeah it will stay so they can keep making billion's thats their new cash cow .,pharma
7823,1337675149672267776t,Funny how things allowed when it suits 🙄 “ Morally permissible ’ for Catholics to accept Covid - 19 vaccine which uses aborted foetal cells ,ingredients religious
9637,1263160689130160129t,  Vaccine is not guaranteed . Millions were spent on a Corona virus vaccine in 2005 / 6 after SARS and MERS . They only succeeded in creating a vaccine that killed you quickly if you were exposed to the live virus . We have a treatment and deterrent #Hydroxychloroquine #FreeAmerica,ineffective side-effect
4397,1317527524080029696t," Agreed . Almost every decision they make to fight covid , especially ones involving vaccines will be bad . We're in an era in which we have to take extra care of our children and our elderly .",ineffective
5547,1374210984064262145t,   What do you mean by common consequences of Covid ? Are more 21 year olds at risk for death / bad side effects from Covid or death / bad side effects from the vaccine ? Also the fact we don ’ t know long term side effects .,side-effect
5401,1406341065695707143t,How Many Lives are Expendable for a 100 % Boost in Vaccine Revenue ?  #COVID - 19 #Vaccine #Dosage #mRNA #One #Dose #Pfizer #Safety #Two #Dose ,pharma
8771,1436092058855514112t,"By the way , a little birdie told me the Pfizer vaccine to not “ technically ” FDA approved . 🤨 Too much to tweet but some shenanigans went on behind the scenes .",rushed
1196,1257564793440960512t,Nothing says that a vaccine will keep people from getting Covid - 19 . In 2017 576 people died from the flu in Oregon and that's with a vaccine . The flu vaccine is only 40 - 60 effective according to CDC . The stats say covid 19 has 99.5 percent survival rate so far .. Without a vaccine .,ineffective unnecessary
4689,1339526395693838336t,"Strange how media focus on convincing public to get Covid - 19 vaccine yet none as yet has made a comparison of different vaccines and their ingredients . We need to know what we will be injecting in our bodies & the effect a vaccine will have on us . ls mercury in the vaccine , etc .",ingredients mandatory
4395,1336820731334676480t,""" Some people have questioned the moral permissibility of AstraZeneca's coronavirus vaccine , produced by Oxford University , arguing it has been developed from cell - lines originating from the cells of an aborted foetus in 1983 . "" ",ingredients
6415,1262839706787753985t," No kidding . Moderna has NEVER had a drug approved before . They got $ 450 million from the government , so they are going to put out bs so they can keep getting that paper . Big scam",pharma rushed
